network,acc0_df,acc1_df,layers,seg0_depth,seg1_depth,seg0_layers,seg1_layers,batches,T0,T1,T_comm,makespan_closed,makespan_sim,acc0_stall_full,acc1_stall_empty
resnet50,NVDLA_WS,Eyeriss_RS,CONV1|CONV2_1_1|CONV2_1_2|CONV2_1_3,2,2,CONV1|CONV2_1_1,CONV2_1_2|CONV2_1_3,8,1431026.000000,257026.000000,0.000000,11705234.000000,11705234.000000,0.000000,8218000.000000
