combo,layer,makespan,bw_util,core0_latency_cycles,core0_avg_bw_req,core0_traffic,core1_latency_cycles,core1_avg_bw_req,core1_traffic,total_traffic
RS_WS,CONV1,4792525.0,0.05030478725711407,4792525.0,3.32483,15934330.89575,1330673.0,6.14303,8174364.159190001,24108695.05494
RS_WS,CONV2_1_1,125587.20849,0.7672372699777968,57345.0,111.973,6421091.685,100353.0,32.0312,3214427.0135999997,9635518.6986
RS_WS,CONV2_1_2,310143.40626,0.8789366551016612,27649.0,648.902,17941491.398000002,139971.0,66.572,9318149.412,27259640.810000002
RS_WS,CONV2_1_3,502341.30255599995,0.7672324104168897,229377.0,111.972,25683801.444,401409.0,32.0308,12857451.3972,38541252.841199994
RS_WS,CONV2_1_Residual,16062.644029999998,1.0,7169.0,112.001,802935.169,3137.0,256.082,803329.2339999999,1606264.403
RS_WS,CONV2_2_1,502468.836168,0.7673175104676355,229377.0,112.02,25694811.54,401409.0,32.0384,12860502.105600001,38555313.6456
RS_WS,CONV2_2_2,310143.40626,0.8789366551016612,27649.0,648.902,17941491.398000002,139971.0,66.572,9318149.412,27259640.810000002
RS_WS,CONV2_2_3,502341.30255599995,0.7672324104168897,229377.0,111.972,25683801.444,401409.0,32.0308,12857451.3972,38541252.841199994
RS_WS,CONV2_2_Residual,16062.644029999998,1.0,7169.0,112.001,802935.169,3137.0,256.082,803329.2339999999,1606264.403
RS_WS,CONV2_3_1,502468.836168,0.7673175104676355,229377.0,112.02,25694811.54,401409.0,32.0384,12860502.105600001,38555313.6456
RS_WS,CONV2_3_2,310143.40626,0.8789366551016612,27649.0,648.902,17941491.398000002,139971.0,66.572,9318149.412,27259640.810000002
RS_WS,CONV2_3_3,502341.30255599995,0.7672324104168897,229377.0,111.972,25683801.444,401409.0,32.0308,12857451.3972,38541252.841199994
RS_WS,CONV2_3_Residual,16062.644029999998,1.0,7169.0,112.001,802935.169,3137.0,256.082,803329.2339999999,1606264.403
RS_WS,CONV3_1_1,229377.0,0.8432984252213603,229377.0,56.1956,12889978.1412,200705.0,32.1534,6453348.147,19343326.2882
